event,bout,weight_class,method,round,round_format,time,winner
UFC on FUEL TV: Barao vs McDonald ,Paul Sass vs. Danny Castillo,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Danny Castillo 
UFC on FUEL TV: Barao vs McDonald ,Andy Ogle vs. Josh Grispi,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Andy Ogle 
UFC on FUEL TV: Barao vs McDonald ,Tom Watson vs. Stanislav Nedkov,Middleweight Bout,KO/TKO ,2,3 Rnd (5-5-5),4:42,Tom Watson 
UFC on FUEL TV: Barao vs McDonald ,Vaughan Lee vs. Motonobu Tezuka,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Vaughan Lee 
UFC on FUEL TV: Barao vs McDonald ,Phil Harris vs. Ulysses Gomez,Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Phil Harris 
UFC 156: Aldo vs Edgar ,Jose Aldo vs. Frankie Edgar,UFC Featherweight Title Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Jose Aldo 
UFC 156: Aldo vs Edgar ,Rashad Evans vs. Rogerio Nogueira,Light Heavyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Rogerio Nogueira 
UFC 156: Aldo vs Edgar ,Alistair Overeem vs. Antonio Silva,Heavyweight Bout,KO/TKO ,3,3 Rnd (5-5-5),0:25,Antonio Silva 
UFC 156: Aldo vs Edgar ,Jon Fitch vs. Demian Maia,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Demian Maia 
UFC 156: Aldo vs Edgar ,Joseph Benavidez vs. Ian McCall,Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Joseph Benavidez 
UFC 156: Aldo vs Edgar ,Gleison Tibau vs. Evan Dunham,Lightweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Evan Dunham 
UFC 156: Aldo vs Edgar ,Tyron Woodley vs. Jay Hieron,Welterweight Bout,KO/TKO ,1,3 Rnd (5-5-5),0:36,Tyron Woodley 
UFC 156: Aldo vs Edgar ,Jacob Volkmann vs. King Green,Lightweight Bout,Submission ,3,3 Rnd (5-5-5),4:25,King Green 
UFC 156: Aldo vs Edgar ,Yves Edwards vs. Isaac Vallie-Flagg,Lightweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Isaac Vallie-Flagg 
UFC 156: Aldo vs Edgar ,Chico Camus vs. Dustin Kimura,Bantamweight Bout,Submission ,3,3 Rnd (5-5-5),1:50,Dustin Kimura 
UFC 156: Aldo vs Edgar ,Edwin Figueroa vs. Francisco Rivera,Bantamweight Bout,KO/TKO ,2,3 Rnd (5-5-5),4:20,Francisco Rivera 
UFC on FOX: Johnson vs Dodson ,Demetrious Johnson vs. John Dodson,UFC Flyweight Title Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Demetrious Johnson 
UFC on FOX: Johnson vs Dodson ,Quinton Jackson vs. Glover Teixeira,Light Heavyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Glover Teixeira 
UFC on FOX: Johnson vs Dodson ,Anthony Pettis vs. Donald Cerrone,Lightweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:35,Anthony Pettis 
UFC on FOX: Johnson vs Dodson ,Erik Koch vs. Ricardo Lamas,Featherweight Bout,KO/TKO ,2,3 Rnd (5-5-5),2:32,Ricardo Lamas 
UFC on FOX: Johnson vs Dodson ,TJ Grant vs. Matt Wiman,Lightweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:51,TJ Grant 
UFC on FOX: Johnson vs Dodson ,Clay Guida vs. Hatsu Hioki,Featherweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Clay Guida 
UFC on FOX: Johnson vs Dodson ,Mike Stumpf vs. Pascal Krauss,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Pascal Krauss 
UFC on FOX: Johnson vs Dodson ,Ryan Bader vs. Vladimir Matyushenko,Light Heavyweight Bout,Submission ,1,3 Rnd (5-5-5),0:50,Ryan Bader 
UFC on FOX: Johnson vs Dodson ,Mike Russow vs. Shawn Jordan,Heavyweight Bout,KO/TKO ,2,3 Rnd (5-5-5),3:48,Shawn Jordan 
UFC on FOX: Johnson vs Dodson ,Rafael Natal vs. Sean Spencer,Middleweight Bout,Submission ,3,3 Rnd (5-5-5),2:13,Rafael Natal 
UFC on FOX: Johnson vs Dodson ,Simeon Thoresen vs. David Mitchell,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,David Mitchell 
UFC on FX: Belfort vs Bisping ,Vitor Belfort vs. Michael Bisping,Middleweight Bout,KO/TKO ,2,5 Rnd (5-5-5-5-5),1:27,Vitor Belfort 
UFC on FX: Belfort vs Bisping ,Daniel Sarafian vs. CB Dollaway,Middleweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,CB Dollaway 
UFC on FX: Belfort vs Bisping ,Gabriel Gonzaga vs. Ben Rothwell,Heavyweight Bout,Submission ,2,3 Rnd (5-5-5),1:01,Gabriel Gonzaga 
UFC on FX: Belfort vs Bisping ,Thiago Tavares vs. Khabib Nurmagomedov,Lightweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:55,Khabib Nurmagomedov 
UFC on FX: Belfort vs Bisping ,Godofredo Pepey vs. Milton Vieira,Featherweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Godofredo Pepey 
UFC on FX: Belfort vs Bisping ,Ronny Markes vs. Andrew Craig,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Ronny Markes 
UFC on FX: Belfort vs Bisping ,Diego Nunes vs. Nik Lentz,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Nik Lentz 
UFC on FX: Belfort vs Bisping ,Edson Barboza vs. Lucas Martins,Lightweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:38,Edson Barboza 
UFC on FX: Belfort vs Bisping ,Iuri Alcantara vs. Pedro Nobre,Bantamweight Bout,Could Not Continue ,1,3 Rnd (5-5-5),2:11,
UFC on FX: Belfort vs Bisping ,Wagner Prado vs. Ildemar Alcantara,Light Heavyweight Bout,Submission ,2,3 Rnd (5-5-5),2:39,Ildemar Alcantara 
UFC on FX: Belfort vs Bisping ,Francisco Trinaldo vs. CJ Keith,Lightweight Bout,Submission ,2,3 Rnd (5-5-5),1:50,Francisco Trinaldo 
UFC 155: Dos Santos vs Velasquez II ,Junior Dos Santos vs. Cain Velasquez,UFC Heavyweight Title Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Cain Velasquez 
UFC 155: Dos Santos vs Velasquez II ,Jim Miller vs. Joe Lauzon,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Jim Miller 
UFC 155: Dos Santos vs Velasquez II ,Tim Boetsch vs. Constantinos Philippou,Middleweight Bout,KO/TKO ,3,3 Rnd (5-5-5),2:11,Constantinos Philippou 
UFC 155: Dos Santos vs Velasquez II ,Yushin Okami vs. Alan Belcher,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Yushin Okami 
UFC 155: Dos Santos vs Velasquez II ,Chris Leben vs. Derek Brunson,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Derek Brunson 
UFC 155: Dos Santos vs Velasquez II ,Brad Pickett vs. Eddie Wineland,Bantamweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Eddie Wineland 
UFC 155: Dos Santos vs Velasquez II ,Erik Perez vs. Byron Bloodworth,Bantamweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:50,Erik Perez 
UFC 155: Dos Santos vs Velasquez II ,Melvin Guillard vs. Jamie Varner,Lightweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Jamie Varner 
UFC 155: Dos Santos vs Velasquez II ,Michael Johnson vs. Myles Jury,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Myles Jury 
UFC 155: Dos Santos vs Velasquez II ,Philip De Fries vs. Todd Duffee,Heavyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:04,Todd Duffee 
UFC 155: Dos Santos vs Velasquez II ,Leonard Garcia vs. Max Holloway,Featherweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Max Holloway 
UFC 155: Dos Santos vs Velasquez II ,Chris Cariaso vs. John Moraga,Flyweight Bout,Submission ,3,3 Rnd (5-5-5),1:11,John Moraga 
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Roy Nelson vs. Matt Mitrione,Heavyweight Bout,KO/TKO ,1,5 Rnd (5-5-5-5-5),2:58,Roy Nelson 
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Colton Smith vs. Mike Ricci,Ultimate Fighter 16 Welterweight Tournament Title Bout,Decision - Unanimous ,3,3 Rnd + OT (5-5-5-5),5:00,Colton Smith 
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Pat Barry vs. Shane del Rosario,Heavyweight Bout,KO/TKO ,2,3 Rnd (5-5-5),0:26,Pat Barry 
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Dustin Poirier vs. Jonathan Brookins,Featherweight Bout,Submission ,1,3 Rnd (5-5-5),4:15,Dustin Poirier 
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Mike Pyle vs. James Head,Welterweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:55,Mike Pyle 
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Johnny Bedford vs. Marcos Vinicius,Bantamweight Bout,KO/TKO ,2,3 Rnd (5-5-5),1:00,Johnny Bedford 
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Vinc Pichel vs. Rustam Khabilov,Lightweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:15,Rustam Khabilov 
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,TJ Waldburger vs. Nick Catone,Welterweight Bout,Submission ,2,3 Rnd (5-5-5),1:04,TJ Waldburger 
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Reuben Duran vs. Hugo Viana,Bantamweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:05,Hugo Viana 
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Mike Rio vs. John Cofer,Lightweight Bout,Submission ,3,3 Rnd (5-5-5),4:11,Mike Rio 
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Jared Papazian vs. Tim Elliott,Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Tim Elliott 
UFC on FX: Sotiropoulos vs Pearson ,George Sotiropoulos vs. Ross Pearson,Lightweight Bout,KO/TKO ,3,5 Rnd (5-5-5-5-5),0:41,Ross Pearson 
UFC on FX: Sotiropoulos vs Pearson ,Robert Whittaker vs. Brad Scott,Ultimate Fighter Australia vs. UK Welterweight Tournament Title Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Robert Whittaker 
UFC on FX: Sotiropoulos vs Pearson ,Colin Fletcher vs. Norman Parke,Ultimate Fighter Australia vs. UK Lightweight Tournament Title Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Norman Parke 
UFC on FX: Sotiropoulos vs Pearson ,Hector Lombard vs. Rousimar Palhares,Middleweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:38,Hector Lombard 
UFC on FX: Sotiropoulos vs Pearson ,Chad Mendes vs. Yaotzin Meza,Featherweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:55,Chad Mendes 
UFC on FX: Sotiropoulos vs Pearson ,Igor Pokrajac vs. Joey Beltran,Light Heavyweight Bout,Overturned ,3,3 Rnd (5-5-5),5:00,
UFC on FX: Sotiropoulos vs Pearson ,Mike Pierce vs. Seth Baczynski,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Mike Pierce 
UFC on FX: Sotiropoulos vs Pearson ,Ben Alloway vs. Manuel Rodriguez,Welterweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:57,Ben Alloway 
UFC on FX: Sotiropoulos vs Pearson ,Brendan Loughnane vs. Mike Wilkinson,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Mike Wilkinson 
UFC on FX: Sotiropoulos vs Pearson ,Nick Penner vs. Cody Donovan,Light Heavyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:35,Cody Donovan 
UFC on FOX: Henderson vs Diaz ,Benson Henderson vs. Nate Diaz,UFC Lightweight Title Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Benson Henderson 
UFC on FOX: Henderson vs Diaz ,Mauricio Rua vs. Alexander Gustafsson,Light Heavyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Alexander Gustafsson 
UFC on FOX: Henderson vs Diaz ,BJ Penn vs. Rory MacDonald,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Rory MacDonald 
UFC on FOX: Henderson vs Diaz ,Mike Swick vs. Matt Brown,Welterweight Bout,KO/TKO ,2,3 Rnd (5-5-5),2:31,Matt Brown 
UFC on FOX: Henderson vs Diaz ,Yves Edwards vs. Jeremy Stephens,Lightweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:55,Yves Edwards 
UFC on FOX: Henderson vs Diaz ,Raphael Assuncao vs. Mike Easton,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Raphael Assuncao 
UFC on FOX: Henderson vs Diaz ,Ramsey Nijem vs. Joe Proctor,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Ramsey Nijem 
UFC on FOX: Henderson vs Diaz ,Daron Cruickshank vs. Henry Martinez,Lightweight Bout,KO/TKO ,2,3 Rnd (5-5-5),2:57,Daron Cruickshank 
UFC on FOX: Henderson vs Diaz ,Marcus LeVesseur vs. Abel Trujillo,Lightweight Bout,KO/TKO ,2,3 Rnd (5-5-5),3:56,Abel Trujillo 
UFC on FOX: Henderson vs Diaz ,Dennis Siver vs. Nam Phan,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Dennis Siver 
UFC on FOX: Henderson vs Diaz ,Scott Jorgensen vs. John Albert,Bantamweight Bout,Submission ,1,3 Rnd (5-5-5),4:59,Scott Jorgensen 
UFC 154: St-Pierre vs Condit ,Georges St-Pierre vs. Carlos Condit,UFC Welterweight Title Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Georges St-Pierre 
UFC 154: St-Pierre vs Condit ,Johny Hendricks vs. Martin Kampmann,Welterweight Bout,KO/TKO ,1,3 Rnd (5-5-5),0:46,Johny Hendricks 
UFC 154: St-Pierre vs Condit ,Francis Carmont vs. Tom Lawlor,Middleweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Francis Carmont 
UFC 154: St-Pierre vs Condit ,Mark Bocek vs. Rafael Dos Anjos,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Rafael Dos Anjos 
UFC 154: St-Pierre vs Condit ,Mark Hominick vs. Pablo Garza,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Pablo Garza 
UFC 154: St-Pierre vs Condit ,Patrick Cote vs. Alessio Sakara,Middleweight Bout,DQ ,1,3 Rnd (5-5-5),1:26,Patrick Cote 
UFC 154: St-Pierre vs Condit ,Cyrille Diabate vs. Chad Griggs,Light Heavyweight Bout,Submission ,1,3 Rnd (5-5-5),2:24,Cyrille Diabate 
UFC 154: St-Pierre vs Condit ,Sam Stout vs. John Makdessi,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,John Makdessi 
UFC 154: St-Pierre vs Condit ,Antonio Carvalho vs. Rodrigo Damm,Featherweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Antonio Carvalho 
UFC 154: St-Pierre vs Condit ,Matthew Riddle vs. John Maguire,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Matthew Riddle 
UFC 154: St-Pierre vs Condit ,Ivan Menjivar vs. Azamat Gashimov,Bantamweight Bout,Submission ,1,3 Rnd (5-5-5),2:44,Ivan Menjivar 
UFC 154: St-Pierre vs Condit ,Steven Siler vs. Darren Elkins,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Darren Elkins 
UFC Macao: Franklin vs Le ,Rich Franklin vs. Cung Le,Middleweight Bout,KO/TKO ,1,5 Rnd (5-5-5-5-5),2:17,Cung Le 
UFC Macao: Franklin vs Le ,Thiago Silva vs. Stanislav Nedkov,Light Heavyweight Bout,Overturned ,3,3 Rnd (5-5-5),1:45,
UFC Macao: Franklin vs Le ,Dong Hyun Kim vs. Paulo Thiago,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Dong Hyun Kim 
UFC Macao: Franklin vs Le ,Takanori Gomi vs. Mac Danzig,Lightweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Takanori Gomi 
UFC Macao: Franklin vs Le ,Zhang Tiequan vs. Jon Tuck,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Jon Tuck 
UFC Macao: Franklin vs Le ,Takeya Mizugaki vs. Jeff Hougland,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Takeya Mizugaki 
UFC Macao: Franklin vs Le ,Alex Caceres vs. Motonobu Tezuka,Bantamweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Alex Caceres 
UFC Macao: Franklin vs Le ,Yasuhiro Urushitani vs. John Lineker,Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,John Lineker 
UFC Macao: Franklin vs Le ,Riki Fukuda vs. Tom DeBlass,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Riki Fukuda 
UFC 153: Silva vs Bonnar ,Anderson Silva vs. Stephan Bonnar,Light Heavyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:40,Anderson Silva 
UFC 153: Silva vs Bonnar ,Antonio Rodrigo Nogueira vs. Dave Herman,Heavyweight Bout,Submission ,2,3 Rnd (5-5-5),4:31,Antonio Rodrigo Nogueira 
UFC 153: Silva vs Bonnar ,Glover Teixeira vs. Fabio Maldonado,Light Heavyweight Bout,TKO - Doctor's Stoppage ,2,3 Rnd (5-5-5),5:00,Glover Teixeira 
UFC 153: Silva vs Bonnar ,Jon Fitch vs. Erick Silva,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Jon Fitch 
UFC 153: Silva vs Bonnar ,Phil Davis vs. Wagner Prado,Light Heavyweight Bout,Submission ,2,3 Rnd (5-5-5),4:29,Phil Davis 
UFC 153: Silva vs Bonnar ,Demian Maia vs. Rick Story,Welterweight Bout,Submission ,1,3 Rnd (5-5-5),2:30,Demian Maia 
UFC 153: Silva vs Bonnar ,Rony Jason vs. Sam Sicilia,Featherweight Bout,KO/TKO ,2,3 Rnd (5-5-5),4:16,Rony Jason 
UFC 153: Silva vs Bonnar ,Gleison Tibau vs. Francisco Trinaldo,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Gleison Tibau 
UFC 153: Silva vs Bonnar ,Diego Brandao vs. Joey Gambino,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Diego Brandao 
UFC 153: Silva vs Bonnar ,Sergio Moraes vs. Renee Forte,Welterweight Bout,Submission ,3,3 Rnd (5-5-5),3:10,Sergio Moraes 
UFC 153: Silva vs Bonnar ,Luiz Cane vs. Chris Camozzi,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Chris Camozzi 
UFC 153: Silva vs Bonnar ,Cristiano Marcello vs. Reza Madadi,Lightweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Cristiano Marcello 
UFC on FX: Browne vs Bigfoot ,Travis Browne vs. Antonio Silva,Heavyweight Bout,KO/TKO ,1,5 Rnd (5-5-5-5-5),3:27,Antonio Silva 
UFC on FX: Browne vs Bigfoot ,Jake Ellenberger vs. Jay Hieron,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Jake Ellenberger 
UFC on FX: Browne vs Bigfoot ,John Dodson vs. Jussier Formiga,Flyweight Bout,KO/TKO ,2,3 Rnd (5-5-5),4:35,John Dodson 
UFC on FX: Browne vs Bigfoot ,Josh Neer vs. Justin Edwards,Welterweight Bout,Submission ,1,3 Rnd (5-5-5),0:45,Justin Edwards 
UFC on FX: Browne vs Bigfoot ,Michael Johnson vs. Danny Castillo,Lightweight Bout,KO/TKO ,2,3 Rnd (5-5-5),1:06,Michael Johnson 
UFC on FX: Browne vs Bigfoot ,Aaron Simpson vs. Mike Pierce,Welterweight Bout,KO/TKO ,2,3 Rnd (5-5-5),0:29,Mike Pierce 
UFC on FX: Browne vs Bigfoot ,Marcus LeVesseur vs. Carlo Prater,Lightweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Marcus LeVesseur 
UFC on FX: Browne vs Bigfoot ,Jacob Volkmann vs. Shane Roller,Lightweight Bout,Submission ,1,3 Rnd (5-5-5),2:38,Jacob Volkmann 
UFC on FX: Browne vs Bigfoot ,Bart Palaszewski vs. Diego Nunes,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Diego Nunes 
UFC on FX: Browne vs Bigfoot ,Darren Uyenoyama vs. Phil Harris,Flyweight Bout,Submission ,2,3 Rnd (5-5-5),3:38,Darren Uyenoyama 
UFC on FUEL TV: Struve vs Miocic ,Stefan Struve vs. Stipe Miocic,Heavyweight Bout,KO/TKO ,2,5 Rnd (5-5-5-5-5),3:50,Stefan Struve 
UFC on FUEL TV: Struve vs Miocic ,Dan Hardy vs. Amir Sadollah,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Dan Hardy 
UFC on FUEL TV: Struve vs Miocic ,Brad Pickett vs. Yves Jabouin,Bantamweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:40,Brad Pickett 
UFC on FUEL TV: Struve vs Miocic ,Paul Sass vs. Matt Wiman,Lightweight Bout,Submission ,1,3 Rnd (5-5-5),3:48,Matt Wiman 
UFC on FUEL TV: Struve vs Miocic ,John Hathaway vs. John Maguire,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,John Hathaway 
UFC on FUEL TV: Struve vs Miocic ,Che Mills vs. Duane Ludwig,Welterweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:28,Che Mills 
UFC on FUEL TV: Struve vs Miocic ,Kyle Kingsbury vs. Jimi Manuwa,Light Heavyweight Bout,TKO - Doctor's Stoppage ,2,3 Rnd (5-5-5),5:00,Jimi Manuwa 
UFC on FUEL TV: Struve vs Miocic ,Andy Ogle vs. Akira Corassani,Featherweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Akira Corassani 
UFC on FUEL TV: Struve vs Miocic ,Tom Watson vs. Brad Tavares,Middleweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Brad Tavares 
UFC on FUEL TV: Struve vs Miocic ,DaMarques Johnson vs. Gunnar Nelson,Catch Weight Bout,Submission ,1,3 Rnd (5-5-5),3:34,Gunnar Nelson 
UFC on FUEL TV: Struve vs Miocic ,Jason Young vs. Robert Peralta,Featherweight Bout,KO/TKO ,1,3 Rnd (5-5-5),0:23,Robert Peralta 
UFC 152: Jones vs Belfort ,Jon Jones vs. Vitor Belfort,UFC Light Heavyweight Title Bout,Submission ,4,5 Rnd (5-5-5-5-5),0:54,Jon Jones 
UFC 152: Jones vs Belfort ,Joseph Benavidez vs. Demetrious Johnson,UFC Flyweight Title Bout,Decision - Split ,5,5 Rnd (5-5-5-5-5),5:00,Demetrious Johnson 
UFC 152: Jones vs Belfort ,Michael Bisping vs. Brian Stann,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Michael Bisping 
UFC 152: Jones vs Belfort ,Matt Hamill vs. Roger Hollett,Light Heavyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Matt Hamill 
UFC 152: Jones vs Belfort ,Cub Swanson vs. Charles Oliveira,Featherweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:40,Cub Swanson 
UFC 152: Jones vs Belfort ,Igor Pokrajac vs. Vinny Magalhaes,Light Heavyweight Bout,Submission ,2,3 Rnd (5-5-5),1:14,Vinny Magalhaes 
UFC 152: Jones vs Belfort ,TJ Grant vs. Evan Dunham,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,TJ Grant 
UFC 152: Jones vs Belfort ,Sean Pierson vs. Lance Benoist,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Sean Pierson 
UFC 152: Jones vs Belfort ,Jimy Hettes vs. Marcus Brimage,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Marcus Brimage 
UFC 152: Jones vs Belfort ,Seth Baczynski vs. Simeon Thoresen,Welterweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:10,Seth Baczynski 
UFC 152: Jones vs Belfort ,Mitch Gagnon vs. Walel Watson,Bantamweight Bout,Submission ,1,3 Rnd (5-5-5),1:09,Mitch Gagnon 
UFC 152: Jones vs Belfort ,Kyle Noke vs. Charlie Brenneman,Welterweight Bout,KO/TKO ,1,3 Rnd (5-5-5),0:45,Kyle Noke 
UFC 150: Henderson vs Edgar II ,Benson Henderson vs. Frankie Edgar,UFC Lightweight Title Bout,Decision - Split ,5,5 Rnd (5-5-5-5-5),5:00,Benson Henderson 
UFC 150: Henderson vs Edgar II ,Donald Cerrone vs. Melvin Guillard,Lightweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:16,Donald Cerrone 
UFC 150: Henderson vs Edgar II ,Jake Shields vs. Ed Herman,Middleweight Bout,Overturned ,3,3 Rnd (5-5-5),5:00,
UFC 150: Henderson vs Edgar II ,Yushin Okami vs. Buddy Roberts,Middleweight Bout,KO/TKO ,2,3 Rnd (5-5-5),3:05,Yushin Okami 
UFC 150: Henderson vs Edgar II ,Justin Lawrence vs. Max Holloway,Featherweight Bout,KO/TKO ,2,3 Rnd (5-5-5),4:49,Max Holloway 
UFC 150: Henderson vs Edgar II ,Dennis Bermudez vs. Tommy Hayden,Featherweight Bout,Submission ,1,3 Rnd (5-5-5),4:43,Dennis Bermudez 
UFC 150: Henderson vs Edgar II ,Jared Hamman vs. Michael Kuiper,Middleweight Bout,KO/TKO ,2,3 Rnd (5-5-5),2:16,Michael Kuiper 
UFC 150: Henderson vs Edgar II ,Ken Stone vs. Erik Perez,Bantamweight Bout,KO/TKO ,1,3 Rnd (5-5-5),0:17,Erik Perez 
UFC 150: Henderson vs Edgar II ,Dustin Pague vs. Chico Camus,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Chico Camus 
UFC 150: Henderson vs Edgar II ,Nik Lentz vs. Eiji Mitsuoka,Featherweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:45,Nik Lentz 
UFC on FOX: Shogun vs Vera ,Mauricio Rua vs. Brandon Vera,Light Heavyweight Bout,KO/TKO ,4,5 Rnd (5-5-5-5-5),4:09,Mauricio Rua 
UFC on FOX: Shogun vs Vera ,Lyoto Machida vs. Ryan Bader,Light Heavyweight Bout,KO/TKO ,2,3 Rnd (5-5-5),1:32,Lyoto Machida 
